Date,Player,Dis,Ct,St,Ct.Wk,Ct.Fi,field inns,Opposition,Ground,Match.Number,Score,Wickets.Lost,Overs,RPO,Target,bat inns,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
23/09/12,PP Chawla,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,MS Dhoni,1,0,1,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,AB Dinda,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,G Gambhir,2,2,0,0,2,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,Harbhajan Singh,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,V Kohli,1,1,0,0,1,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,IK Pathan,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,SK Raina,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,RG Sharma,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
23/09/12,Yuvraj Singh,0,0,0,0,0,2,v England,Colombo (RPS),37,170,4,20,8.5,NA,1,1,80,10,14.4,5.45,171,2
28/09/12,R Ashwin,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,PP Chawla,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,MS Dhoni,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,G Gambhir,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,Harbhajan Singh,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,Z Khan,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,V Kohli,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,IK Pathan,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,SK Raina,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,RG Sharma,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
28/09/12,Yuvraj Singh,0,0,0,0,0,2,v Australia,Colombo (RPS),38,140,7,20,7,NA,1,0,141,1,14.5,9.5,141,2
30/09/12,R Ashwin,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,L Balaji,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,MS Dhoni,4,4,0,4,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,G Gambhir,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,Z Khan,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,V Kohli,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,IK Pathan,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,SK Raina,2,2,0,0,2,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,V Sehwag,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,RG Sharma,1,1,0,0,1,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
30/09/12,Yuvraj Singh,0,0,0,0,0,1,v Pakistan,Colombo (RPS),39,129,2,17,7.58,129,2,1,128,10,19.4,6.5,NA,1
02/10/12,R Ashwin,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,L Balaji,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,MS Dhoni,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,G Gambhir,1,1,0,0,1,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,Z Khan,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,V Kohli,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,IK Pathan,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,SK Raina,3,3,0,0,3,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,V Sehwag,1,1,0,0,1,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,RG Sharma,1,1,0,0,1,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
02/10/12,Yuvraj Singh,0,0,0,0,0,2,v South Africa,Colombo (RPS),40,152,6,20,7.6,NA,1,1,151,10,19.5,7.61,153,2
20/12/12,R Ashwin,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,P Awana,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,PP Chawla,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,MS Dhoni,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,AB Dinda,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,G Gambhir,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,RA Jadeja,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,V Kohli,1,1,0,0,1,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,AM Rahane,3,3,0,0,3,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,SK Raina,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
20/12/12,Yuvraj Singh,0,0,0,0,0,1,v England,Pune,41,158,5,17.5,8.85,158,2,1,157,6,20,7.85,NA,1
22/12/12,R Ashwin,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,P Awana,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,PP Chawla,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,MS Dhoni,1,0,1,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,AB Dinda,1,1,0,0,1,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,G Gambhir,1,1,0,0,1,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,V Kohli,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,AM Rahane,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,SK Raina,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,RG Sharma,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
22/12/12,Yuvraj Singh,0,0,0,0,0,2,v England,Mumbai,42,177,8,20,8.85,NA,1,0,181,4,20,9.05,178,2
25/12/12,MS Dhoni,1,1,0,1,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,AB Dinda,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,G Gambhir,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,RA Jadeja,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,V Kohli,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,B Kumar,1,1,0,0,1,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,AM Rahane,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,SK Raina,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,I Sharma,1,1,0,0,1,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,RG Sharma,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
25/12/12,Yuvraj Singh,0,0,0,0,0,2,v Pakistan,Bangalore,43,133,9,20,6.65,NA,1,0,134,5,19.4,6.81,134,2
28/12/12,R Ashwin,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,MS Dhoni,1,0,1,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,AB Dinda,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,G Gambhir,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,V Kohli,2,2,0,0,2,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,B Kumar,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,AM Rahane,1,1,0,0,1,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,SK Raina,1,1,0,0,1,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,I Sharma,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,RG Sharma,1,1,0,0,1,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
28/12/12,Yuvraj Singh,0,0,0,0,0,2,v Pakistan,Ahmedabad,44,192,5,20,9.6,NA,1,1,181,7,20,9.05,193,2
10/10/13,R Ashwin,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,S Dhawan,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,MS Dhoni,1,1,0,1,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,RA Jadeja,1,1,0,0,1,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,V Kohli,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,B Kumar,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,SK Raina,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,I Sharma,1,1,0,0,1,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,RG Sharma,0,0,0,0,0,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,R Vinay Kumar,1,1,0,0,1,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
10/10/13,Yuvraj Singh,1,1,0,0,1,1,v Australia,Rajkot,45,202,4,19.4,10.27,202,2,1,201,7,20,10.05,NA,1
21/03/14,R Ashwin,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,S Dhawan,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,MS Dhoni,1,0,1,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,RA Jadeja,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,V Kohli,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,B Kumar,1,1,0,0,1,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,A Mishra,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,Mohammed Shami,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,SK Raina,3,3,0,0,3,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,RG Sharma,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
21/03/14,Yuvraj Singh,0,0,0,0,0,1,v Pakistan,Dhaka,46,131,3,18.3,7.08,131,2,1,130,7,20,6.5,NA,1
23/03/14,R Ashwin,1,1,0,0,1,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,S Dhawan,1,1,0,0,1,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,MS Dhoni,1,0,1,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,RA Jadeja,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,V Kohli,1,1,0,0,1,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,B Kumar,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,A Mishra,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,Mohammed Shami,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,SK Raina,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,RG Sharma,1,1,0,0,1,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
23/03/14,Yuvraj Singh,0,0,0,0,0,1,v West Indies,Dhaka,47,130,3,19.4,6.61,130,2,1,129,7,20,6.45,NA,1
28/03/14,R Ashwin,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,S Dhawan,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,MS Dhoni,1,0,1,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,RA Jadeja,1,1,0,0,1,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,V Kohli,1,1,0,0,1,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,B Kumar,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,A Mishra,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,Mohammed Shami,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,SK Raina,1,1,0,0,1,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,RG Sharma,1,1,0,0,1,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
28/03/14,Yuvraj Singh,0,0,0,0,0,1,v Bangladesh,Dhaka,48,141,2,18.3,7.62,139,2,1,138,7,20,6.9,NA,1
30/03/14,R Ashwin,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,MS Dhoni,1,1,0,1,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,RA Jadeja,2,2,0,0,2,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,V Kohli,2,2,0,0,2,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,B Kumar,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,A Mishra,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,AM Rahane,1,1,0,0,1,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,SK Raina,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,MM Sharma,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,RG Sharma,1,1,0,0,1,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
30/03/14,Yuvraj Singh,0,0,0,0,0,2,v Australia,Dhaka,49,159,7,20,7.95,NA,1,1,86,10,16.2,5.26,160,2
04/04/14,R Ashwin,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,MS Dhoni,1,1,0,1,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,RA Jadeja,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,V Kohli,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,B Kumar,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,A Mishra,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,AM Rahane,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,SK Raina,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,MM Sharma,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,RG Sharma,1,1,0,0,1,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
04/04/14,Yuvraj Singh,0,0,0,0,0,1,v South Africa,Dhaka,50,176,4,19.1,9.18,173,2,1,172,4,20,8.6,NA,1
06/04/14,R Ashwin,1,1,0,0,1,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,MS Dhoni,1,1,0,1,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,RA Jadeja,1,1,0,0,1,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,V Kohli,1,1,0,0,1,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,B Kumar,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,A Mishra,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,AM Rahane,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,SK Raina,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,MM Sharma,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,RG Sharma,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
06/04/14,Yuvraj Singh,0,0,0,0,0,2,v Sri Lanka,Dhaka,51,130,4,20,6.5,NA,1,0,134,4,17.5,7.51,131,2
07/09/14,R Ashwin,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,S Dhawan,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,MS Dhoni,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,RA Jadeja,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,V Kohli,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,Mohammed Shami,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,AM Rahane,4,4,0,0,4,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,SK Raina,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,AT Rayudu,2,2,0,0,2,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,KV Sharma,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
07/09/14,MM Sharma,0,0,0,0,0,1,v England,Birmingham,52,177,5,20,8.85,181,2,0,180,7,20,9,NA,1
17/07/15,STR Binny,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,Harbhajan Singh,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,KM Jadhav,1,1,0,0,1,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,B Kumar,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,MK Pandey,1,1,0,0,1,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,AR Patel,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,AM Rahane,1,1,0,0,1,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,Sandeep Sharma,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,MM Sharma,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,RV Uthappa,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
17/07/15,M Vijay,0,0,0,0,0,2,v Zimbabwe,Harare,53,178,5,20,8.9,NA,1,1,124,7,20,6.2,179,2
19/07/15,STR Binny,0,0,0,0,0,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,KM Jadhav,0,0,0,0,0,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,B Kumar,0,0,0,0,0,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,MK Pandey,0,0,0,0,0,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,AR Patel,2,2,0,0,2,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,AM Rahane,0,0,0,0,0,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
19/07/15,SV Samson,1,1,0,0,1,1,v Zimbabwe,Harare,54,135,9,20,6.75,146,2,0,145,7,20,7.25,NA,1
