Match.Number,Batsman,Date,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Score,Wickets.Lost,Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Dis,Ct,St,Ct.Wk,Ct.Fi,field.inns,Total.Catches,Top3.runs,Average.SR,top3.boundaries
1,KD Karthik,01/12/06,31,44,28,3,1,110.71,5,not out,2,v South Africa,Johannesburg,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,0,0,0,0,0,1,4,44,100.285,8
1,MS Dhoni,01/12/06,0,8,2,0,0,0,4,bowled,2,v South Africa,Johannesburg,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,1,0,1,0,1,4,44,100.285,8
1,SK Raina,01/12/06,3,15,4,0,0,75,6,not out,2,v South Africa,Johannesburg,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,2,2,0,0,2,1,4,44,100.285,8
1,SR Tendulkar,01/12/06,10,18,12,2,0,83.33,2,bowled,2,v South Africa,Johannesburg,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,1,1,0,0,1,1,4,44,100.285,8
1,V Sehwag,01/12/06,34,45,29,5,1,117.24,1,run out,2,v South Africa,Johannesburg,127,4,19.5,6.4,127,1,126,9,20,6.3,NA,0,0,0,0,0,1,4,44,100.285,8
3,G Gambhir,16/09/07,51,45,33,5,2,154.54,1,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,1,1,0,0,1,1,2,91,129.9433333333,15
3,Harbhajan Singh,16/09/07,7,7,6,1,0,116.66,9,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,0,0,0,0,0,1,2,91,129.9433333333,15
3,KD Karthik,16/09/07,17,18,12,3,0,141.66,6,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,1,1,0,0,1,1,2,91,129.9433333333,15
3,MS Dhoni,16/09/07,24,31,20,2,0,120,4,run out,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,0,0,0,0,0,1,2,91,129.9433333333,15
3,RV Uthappa,16/09/07,0,3,2,0,0,0,3,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,0,0,0,0,0,1,2,91,129.9433333333,15
3,V Sehwag,16/09/07,40,24,17,6,2,235.29,2,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,0,0,0,0,0,1,2,91,129.9433333333,15
3,Yuvraj Singh,16/09/07,5,8,7,0,0,71.42,5,caught,2,v New Zealand,Johannesburg,180,9,20,9,191,0,190,10,20,9.5,NA,0,0,0,0,0,1,2,91,129.9433333333,15
4,G Gambhir,19/09/07,58,62,41,7,1,141.46,1,caught,1,v England,Durban,218,4,20,10.9,NA,1,200,6,20,10,219,1,1,0,0,1,2,1,132,140.74,16
4,MS Dhoni,19/09/07,10,22,8,0,0,125,4,not out,1,v England,Durban,218,4,20,10.9,NA,1,200,6,20,10,219,0,0,0,0,0,2,1,132,140.74,16
4,RV Uthappa,19/09/07,6,8,4,1,0,150,3,bowled,1,v England,Durban,218,4,20,10.9,NA,1,200,6,20,10,219,0,0,0,0,0,2,1,132,140.74,16
4,V Sehwag,19/09/07,68,59,52,4,3,130.76,2,bowled,1,v England,Durban,218,4,20,10.9,NA,1,200,6,20,10,219,0,0,0,0,0,2,1,132,140.74,16
4,Yuvraj Singh,19/09/07,58,14,16,3,7,362.5,5,caught,1,v England,Durban,218,4,20,10.9,NA,1,200,6,20,10,219,0,0,0,0,0,2,1,132,140.74,16
5,G Gambhir,20/09/07,19,19,19,3,0,100,1,caught,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,0,0,0,0,0,2,1,30,66.6666666667,4
5,KD Karthik,20/09/07,0,1,1,0,0,0,3,caught,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,3,1,2,0,1,2,1,30,66.6666666667,4
5,MS Dhoni,20/09/07,45,39,33,4,1,136.36,6,run out,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,0,0,0,0,0,2,1,30,66.6666666667,4
5,RG Sharma,20/09/07,50,52,40,7,2,125,5,not out,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,0,0,0,0,0,2,1,30,66.6666666667,4
5,RV Uthappa,20/09/07,15,22,16,1,1,93.75,4,caught,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,0,0,0,0,0,2,1,30,66.6666666667,4
5,V Sehwag,20/09/07,11,23,11,1,0,100,2,caught,1,v South Africa,Durban,153,5,20,7.65,NA,1,116,9,20,5.8,154,0,0,0,0,0,2,1,30,66.6666666667,4
6,G Gambhir,22/09/07,24,37,25,4,0,96,1,caught,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,0,0,0,0,0,2,1,67,95.55,9
6,MS Dhoni,22/09/07,36,21,18,4,1,200,5,run out,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,0,0,0,0,0,2,1,67,95.55,9
6,RG Sharma,22/09/07,8,11,5,0,1,160,6,not out,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,0,0,0,0,0,2,1,67,95.55,9
6,RV Uthappa,22/09/07,34,38,28,1,3,121.42,3,run out,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,0,0,0,0,0,2,1,67,95.55,9
6,V Sehwag,22/09/07,9,25,13,1,0,69.23,2,caught,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,0,0,0,0,0,2,1,67,95.55,9
6,Yuvraj Singh,22/09/07,70,38,30,5,5,233.33,4,caught,1,v Australia,Durban,188,5,20,9.4,NA,1,173,7,20,8.65,189,1,1,0,0,1,2,1,67,95.55,9
7,G Gambhir,24/09/07,75,76,54,8,2,138.88,1,caught,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,0,0,0,0,0,2,3,98,133.0333333333,13
7,MS Dhoni,24/09/07,6,9,10,0,0,60,5,bowled,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,0,0,0,0,0,2,3,98,133.0333333333,13
7,RG Sharma,24/09/07,30,22,16,2,1,187.5,6,not out,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,1,1,0,0,1,2,3,98,133.0333333333,13
7,RV Uthappa,24/09/07,8,13,11,1,0,72.72,3,caught,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,1,1,0,0,1,2,3,98,133.0333333333,13
7,YK Pathan,24/09/07,15,12,8,1,1,187.5,2,caught,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,1,1,0,0,1,2,3,98,133.0333333333,13
7,Yuvraj Singh,24/09/07,14,28,19,1,0,73.68,4,caught,1,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,152,10,19.3,7.79,158,0,0,0,0,0,2,3,98,133.0333333333,13
8,G Gambhir,20/10/07,63,74,52,6,1,121.15,1,caught,2,v Australia,Mumbai (BS),167,3,18.1,9.19,167,1,166,5,20,8.3,NA,0,0,0,0,0,1,0,103,126.92,14
8,MS Dhoni,20/10/07,9,11,5,0,1,180,5,not out,2,v Australia,Mumbai (BS),167,3,18.1,9.19,167,1,166,5,20,8.3,NA,0,0,0,0,0,1,0,103,126.92,14
8,RV Uthappa,20/10/07,35,38,26,6,0,134.61,3,caught,2,v Australia,Mumbai (BS),167,3,18.1,9.19,167,1,166,5,20,8.3,NA,0,0,0,0,0,1,0,103,126.92,14
8,V Sehwag,20/10/07,5,12,4,1,0,125,2,caught,2,v Australia,Mumbai (BS),167,3,18.1,9.19,167,1,166,5,20,8.3,NA,0,0,0,0,0,1,0,103,126.92,14
8,Yuvraj Singh,20/10/07,31,34,25,1,3,124,4,not out,2,v Australia,Mumbai (BS),167,3,18.1,9.19,167,1,166,5,20,8.3,NA,0,0,0,0,0,1,0,103,126.92,14
9,G Gambhir,01/02/08,9,9,6,1,0,150,1,caught,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,1,1,0,0,1,2,1,17,83.3333333333,2
9,Harbhajan Singh,01/02/08,1,5,3,0,0,33.33,9,caught,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
9,KD Karthik,01/02/08,8,9,8,1,0,100,3,bowled,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
9,MS Dhoni,01/02/08,9,30,27,0,0,33.33,6,caught,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
9,RG Sharma,01/02/08,8,15,8,1,0,100,5,bowled,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
9,RV Uthappa,01/02/08,1,7,3,0,0,33.33,4,caught,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
9,V Sehwag,01/02/08,0,5,3,0,0,0,2,run out,1,v Australia,Melbourne,74,10,17.3,4.22,NA,0,75,1,11.2,6.61,75,0,0,0,0,0,2,1,17,83.3333333333,2
10,G Gambhir,10/02/09,13,6,6,3,0,216.66,1,caught,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,0,0,0,0,0,1,3,49,148.76,9
10,MS Dhoni,10/02/09,13,17,17,1,0,76.47,5,bowled,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,0,0,0,0,0,1,3,49,148.76,9
10,RA Jadeja,10/02/09,5,7,7,0,0,71.42,7,bowled,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,0,0,0,0,0,1,3,49,148.76,9
10,RG Sharma,10/02/09,4,13,11,0,0,36.36,6,caught,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,0,0,0,0,0,1,3,49,148.76,9
10,SK Raina,10/02/09,35,48,27,5,1,129.62,3,caught,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,1,1,0,0,1,1,3,49,148.76,9
10,V Sehwag,10/02/09,1,4,1,0,0,100,2,run out,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,1,1,0,0,1,1,3,49,148.76,9
10,YK Pathan,10/02/09,22,26,10,1,2,220,8,not out,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,1,1,0,0,1,1,3,49,148.76,9
10,Yuvraj Singh,10/02/09,32,43,21,3,2,152.38,4,caught,2,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,1,171,4,20,8.55,NA,0,0,0,0,0,1,3,49,148.76,9
11,G Gambhir,25/02/09,6,8,7,1,0,85.71,1,bowled,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,Harbhajan Singh,25/02/09,21,25,22,2,0,95.45,9,bowled,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,MS Dhoni,25/02/09,2,5,6,0,0,33.33,6,bowled,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,RG Sharma,25/02/09,7,9,7,0,1,100,4,caught,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,SK Raina,25/02/09,61,74,43,2,5,141.86,3,not out,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,V Sehwag,25/02/09,26,14,10,0,4,260,2,bowled,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,YK Pathan,25/02/09,20,7,8,0,3,250,7,caught,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
11,Yuvraj Singh,25/02/09,1,4,3,0,0,33.33,5,lbw,1,v New Zealand,Christchurch,162,8,20,8.1,NA,0,166,3,18.5,8.81,163,0,0,0,0,0,2,0,93,162.5233333333,12
12,G Gambhir,27/02/09,10,29,13,0,1,76.92,1,caught,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
12,MS Dhoni,27/02/09,28,57,30,2,0,93.33,5,not out,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,1,1,0,1,0,2,1,34,98.3666666667,6
12,RA Jadeja,27/02/09,19,14,16,1,1,118.75,7,caught,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
12,SK Raina,27/02/09,0,4,4,0,0,0,3,caught,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
12,V Sehwag,27/02/09,24,15,11,5,0,218.18,2,caught,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
12,YK Pathan,27/02/09,0,3,2,0,0,0,6,bowled,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
12,Yuvraj Singh,27/02/09,50,33,34,3,4,147.05,4,caught,1,v New Zealand,Wellington,149,6,20,7.45,NA,0,150,5,20,7.5,150,0,0,0,0,0,2,1,34,98.3666666667,6
13,G Gambhir,06/06/09,50,70,46,4,0,108.69,1,caught,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,1,1,0,0,1,2,4,112,129.67,10
13,MS Dhoni,06/06/09,26,26,21,0,1,123.8,3,bowled,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,2,1,1,1,0,2,4,112,129.67,10
13,RG Sharma,06/06/09,36,34,23,3,2,156.52,2,bowled,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,0,0,0,0,0,2,4,112,129.67,10
13,SK Raina,06/06/09,10,12,8,1,0,125,5,bowled,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,0,0,0,0,0,2,4,112,129.67,10
13,YK Pathan,06/06/09,1,10,1,0,0,100,6,not out,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,0,0,0,0,0,2,4,112,129.67,10
13,Yuvraj Singh,06/06/09,41,12,18,3,4,227.77,4,caught,1,v Bangladesh,Nottingham,180,5,20,9,NA,1,155,8,20,7.75,181,2,2,0,0,2,2,4,112,129.67,10
14,G Gambhir,10/06/09,37,42,31,3,1,119.35,1,caught,2,v Ireland,Nottingham,113,2,15.3,7.29,113,1,112,8,18,6.22,NA,0,0,0,0,0,1,2,103,114.1966666667,10
14,MS Dhoni,10/06/09,14,9,13,1,0,107.69,3,caught,2,v Ireland,Nottingham,113,2,15.3,7.29,113,1,112,8,18,6.22,NA,1,1,0,1,0,1,2,103,114.1966666667,10
14,RG Sharma,10/06/09,52,61,45,4,1,115.55,2,not out,2,v Ireland,Nottingham,113,2,15.3,7.29,113,1,112,8,18,6.22,NA,0,0,0,0,0,1,2,103,114.1966666667,10
14,Yuvraj Singh,10/06/09,3,7,4,0,0,75,4,not out,2,v Ireland,Nottingham,113,2,15.3,7.29,113,1,112,8,18,6.22,NA,1,1,0,0,1,1,2,103,114.1966666667,10
15,G Gambhir,12/06/09,14,23,13,2,0,107.69,1,caught,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,Harbhajan Singh,12/06/09,13,3,4,3,0,325,8,not out,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,MS Dhoni,12/06/09,11,24,23,0,0,47.82,5,caught,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,RG Sharma,12/06/09,5,6,3,1,0,166.66,2,caught,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,SK Raina,12/06/09,5,12,8,0,0,62.5,3,caught,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,YK Pathan,12/06/09,31,27,23,3,1,134.78,6,bowled,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,0,0,0,0,0,2,1,24,112.2833333333,3
15,Yuvraj Singh,12/06/09,67,55,43,6,2,155.81,4,caught,1,v West Indies,Lord's,153,7,20,7.65,NA,0,156,3,18.4,8.35,154,1,1,0,0,1,2,1,24,112.2833333333,3
16,G Gambhir,14/06/09,26,50,26,4,0,100,1,caught,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,0,0,0,0,0,1,2,37,84.1666666667,5
16,MS Dhoni,14/06/09,30,33,20,3,0,150,6,not out,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,0,0,0,0,0,1,2,37,84.1666666667,5
16,RA Jadeja,14/06/09,25,41,35,1,0,71.42,4,caught,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,1,1,0,0,1,1,2,37,84.1666666667,5
16,RG Sharma,14/06/09,9,7,8,1,0,112.5,2,bowled,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,0,0,0,0,0,1,2,37,84.1666666667,5
16,SK Raina,14/06/09,2,7,5,0,0,40,3,caught,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,0,0,0,0,0,1,2,37,84.1666666667,5
16,YK Pathan,14/06/09,33,29,17,1,2,194.11,7,not out,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,1,1,0,0,1,1,2,37,84.1666666667,5
16,Yuvraj Singh,14/06/09,17,14,9,0,2,188.88,5,stumped,2,v England,Lord's,150,5,20,7.5,154,0,153,7,20,7.65,NA,0,0,0,0,0,1,2,37,84.1666666667,5
17,G Gambhir,16/06/09,21,27,19,3,0,110.52,1,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
17,Harbhajan Singh,16/06/09,14,18,15,1,1,93.33,7,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
17,MS Dhoni,16/06/09,5,11,12,0,0,41.66,5,run out,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,1,0,1,0,0,1,2,53,83.8633333333,6
17,RA Jadeja,16/06/09,7,14,6,0,0,116.66,8,not out,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,2,2,0,0,2,1,2,53,83.8633333333,6
17,RG Sharma,16/06/09,29,39,28,3,0,103.57,2,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
17,SK Raina,16/06/09,3,7,8,0,0,37.5,3,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
17,YK Pathan,16/06/09,0,2,2,0,0,0,6,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
17,Yuvraj Singh,16/06/09,25,47,25,1,1,100,4,caught,2,v South Africa,Nottingham,118,8,20,5.9,131,0,130,5,20,6.5,NA,0,0,0,0,0,1,2,53,83.8633333333,6
18,G Gambhir,09/12/09,55,NA,26,11,0,211.53,1,bowled,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,MS Dhoni,09/12/09,9,NA,12,0,0,75,3,caught,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,RG Sharma,09/12/09,3,NA,4,0,0,75,5,run out,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,SK Raina,09/12/09,21,NA,13,1,1,161.53,6,caught,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,V Sehwag,09/12/09,26,NA,14,3,1,185.71,2,caught,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,YK Pathan,09/12/09,0,NA,2,0,0,0,7,caught,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
18,Yuvraj Singh,09/12/09,6,NA,8,0,0,75,4,caught,2,v Sri Lanka,Nagpur,186,9,20,9.3,216,0,215,5,20,10.75,NA,0,0,0,0,0,1,0,90,157.4133333333,15
19,G Gambhir,12/12/09,21,30,18,1,0,116.66,1,run out,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,0,0,0,0,0,1,1,131,152.9033333333,16
19,KD Karthik,12/12/09,4,2,1,1,0,400,6,not out,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,1,1,0,0,1,1,1,131,152.9033333333,16
19,MS Dhoni,12/12/09,46,55,28,3,2,164.28,3,bowled,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,0,0,0,0,0,1,1,131,152.9033333333,16
19,SK Raina,12/12/09,9,9,7,2,0,128.57,5,run out,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,0,0,0,0,0,1,1,131,152.9033333333,16
19,V Sehwag,12/12/09,64,56,36,7,3,177.77,2,caught,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,0,0,0,0,0,1,1,131,152.9033333333,16
19,Yuvraj Singh,12/12/09,60,45,25,3,5,240,4,not out,2,v Sri Lanka,Mohali,211,4,19.1,11,207,1,206,7,20,10.3,NA,0,0,0,0,0,1,1,131,152.9033333333,16
20,G Gambhir,01/05/10,4,11,6,0,0,66.66,1,caught,2,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,1,115,8,20,5.75,NA,1,1,0,0,1,1,5,70,103.1533333333,7
20,M Vijay,01/05/10,48,59,46,2,3,104.34,2,caught,2,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,1,115,8,20,5.75,NA,0,0,0,0,0,1,5,70,103.1533333333,7
20,MS Dhoni,01/05/10,15,2,6,0,2,250,5,not out,2,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,1,115,8,20,5.75,NA,4,4,0,4,0,1,5,70,103.1533333333,7
20,SK Raina,01/05/10,18,14,13,1,1,138.46,3,lbw,2,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,1,115,8,20,5.75,NA,0,0,0,0,0,1,5,70,103.1533333333,7
20,Yuvraj Singh,01/05/10,23,34,22,0,1,104.54,4,not out,2,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,1,115,8,20,5.75,NA,0,0,0,0,0,1,5,70,103.1533333333,7
21,Harbhajan Singh,02/05/10,0,1,0,0,0,NA,7,not out,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,1,1,0,0,1,2,1,117,87.48,16
21,KD Karthik,02/05/10,16,26,17,2,0,94.11,1,caught,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
21,M Vijay,02/05/10,0,2,1,0,0,0,2,caught,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
21,MS Dhoni,02/05/10,16,6,6,1,1,266.66,6,not out,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
21,SK Raina,02/05/10,101,85,60,9,5,168.33,3,caught,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
21,YK Pathan,02/05/10,11,11,7,0,1,157.14,5,caught,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
21,Yuvraj Singh,02/05/10,37,43,30,3,2,123.33,4,caught,1,v South Africa,Gros Islet,186,5,20,9.3,NA,1,172,5,20,8.6,187,0,0,0,0,0,2,1,117,87.48,16
22,G Gambhir,07/05/10,9,14,10,2,0,90,2,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,Harbhajan Singh,07/05/10,13,15,11,1,1,118.18,9,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,M Vijay,07/05/10,2,8,7,0,0,28.57,1,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,1,1,0,0,1,1,2,16,72.8566666667,3
22,MS Dhoni,07/05/10,2,10,8,0,0,25,6,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,2,1,1,1,0,1,2,16,72.8566666667,3
22,RA Jadeja,07/05/10,4,6,5,0,0,80,8,run out,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,RG Sharma,07/05/10,79,65,46,4,6,171.73,4,not out,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,SK Raina,07/05/10,5,7,5,1,0,100,3,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,YK Pathan,07/05/10,1,6,5,0,0,20,7,caught,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
22,Yuvraj Singh,07/05/10,1,5,2,0,0,50,5,bowled,2,v Australia,Bridgetown,135,10,17.4,7.64,185,0,184,5,20,9.2,NA,0,0,0,0,0,1,2,16,72.8566666667,3
23,G Gambhir,09/05/10,15,22,14,3,0,107.14,2,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,0,0,0,0,0,1,5,54,95.0466666667,8
